,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2012-08-02,傍林,28.0,8.2,272.0,9.0,12.7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-03,傍林,28.1,8.0,281.0,8.8,12.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-04,傍林,28.5,8.0,285.0,9.2,15.7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-05,傍林,28.3,8.0,268.0,9.9,26.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-06,傍林,28.5,8.2,268.0,10.5,46.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-07,傍林,27.1,8.0,236.0,9.3,15.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-08,傍林,27.5,8.3,255.0,10.6,17.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-09,傍林,27.3,8.1,273.0,9.4,12.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-10,傍林,25.5,7.5,273.0,8.1,12.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-11,傍林,24.4,7.3,283.0,,12.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-12,傍林,25.8,7.4,290.0,,13.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-13,傍林,25.2,6.8,177.0,5.3,300.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-14,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-15,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-16,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-17,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-18,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-19,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-20,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-21,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-22,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-23,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-24,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-25,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-26,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-27,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-28,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-29,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-30,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-01,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-02,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-03,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-06,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-08,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-11,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-12,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-14,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-15,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-17,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-18,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-19,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-21,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-22,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-25,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-26,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-27,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-29,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-01,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-02,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-03,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-04,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-05,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-06,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-09,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-10,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-11,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-12,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-13,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-15,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-16,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-17,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-18,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-19,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-20,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-22,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-23,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-24,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-26,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-27,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-29,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-30,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-31,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-01,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-02,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-03,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-05,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-06,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-07,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-08,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-09,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-10,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-11,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-12,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-13,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-14,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-15,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-16,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-17,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-18,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-19,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-20,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-21,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-22,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-23,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-24,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-25,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-26,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-27,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-28,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-29,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-01,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-02,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-03,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-04,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-05,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-06,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-07,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-08,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-09,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-10,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-11,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-12,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-13,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-14,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-15,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-16,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-17,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-18,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-19,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-20,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-21,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-22,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-23,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-24,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-25,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-26,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-27,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-28,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-29,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-30,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-01,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-03,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-05,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-06,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-08,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-09,傍林,2.5,7.4,314.0,11.7,3.7,,,,,,,,,,,,,,,,,,,
2013-01-10,傍林,2.2,7.4,309.0,11.8,3.2,,,,,,,,,,,,,,,,,,,
2013-01-11,傍林,2.0,7.4,311.0,11.8,3.9,,,,,,,,,,,,,,,,,,,
2013-01-12,傍林,2.2,7.4,310.0,12.0,3.7,,,,,,,,,,,,,,,,,,,
2013-01-13,傍林,2.7,7.4,311.0,12.0,3.4,,,,,,,,,,,,,,,,,,,
2013-01-14,傍林,3.3,7.3,315.0,11.8,3.1,,,,,,,,,,,,,,,,,,,
2013-01-15,傍林,3.5,7.3,313.0,11.9,4.7,,,,,,,,,,,,,,,,,,,
2013-01-16,傍林,3.3,7.3,303.0,11.9,4.3,,,,,,,,,,,,,,,,,,,
2013-01-17,傍林,3.1,7.3,299.0,12.1,3.2,,,,,,,,,,,,,,,,,,,
2013-01-18,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-21,傍林,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-22,傍林,4.8,7.3,319.0,12.5,11.9,,,,,,,,,,,,,,,,,,,
2013-01-23,傍林,4.0,7.1,338.0,11.8,22.1,,,,,,,,,,,,,,,,,,,
2013-01-24,傍林,3.6,7.1,280.0,12.2,18.3,,,,,,,,,,,,,,,,,,,
2013-01-25,傍林,2.9,7.3,267.0,12.7,8.3,,,,,,,,,,,,,,,,,,,
2013-01-26,傍林,2.6,7.4,219.0,13.6,3.5,,,,,,,,,,,,,,,,,,,
2013-01-27,傍林,2.7,7.4,216.0,13.7,2.4,,,,,,,,,,,,,,,,,,,
2013-01-28,傍林,3.0,7.4,216.0,13.6,1.5,,,,,,,,,,,,,,,,,,,
2013-01-29,傍林,3.8,7.5,209.0,13.4,1.2,,,,,,,,,,,,,,,,,,,
2013-01-30,傍林,4.5,7.5,211.0,13.1,1.1,,,,,,,,,,,,,,,,,,,
2013-01-31,傍林,5.3,7.5,209.0,12.9,1.2,,,,,,,,,,,,,,,,,,,
2013-02-01,傍林,6.0,7.5,210.0,12.5,2.8,,,,,,,,,,,,,,,,,,,
2013-02-02,傍林,5.9,7.4,233.0,11.7,50.5,,,,,,,,,,,,,,,,,,,
2013-02-03,傍林,4.4,7.4,192.0,12.2,73.2,,,,,,,,,,,,,,,,,,,
2013-02-04,傍林,4.0,7.4,194.0,12.7,20.0,,,,,,,,,,,,,,,,,,,
2013-02-05,傍林,4.3,7.4,215.0,12.7,6.2,,,,,,,,,,,,,,,,,,,
2013-02-06,傍林,4.1,7.4,231.0,12.7,3.8,,,,,,,,,,,,,,,,,,,
2013-02-07,傍林,3.7,7.4,233.0,12.8,4.7,,,,,,,,,,,,,,,,,,,
2013-02-08,傍林,2.3,7.4,243.0,13.1,5.4,,,,,,,,,,,,,,,,,,,
2013-02-09,傍林,2.3,7.4,228.0,13.6,1.7,,,,,,,,,,,,,,,,,,,
2013-02-10,傍林,2.9,7.4,225.0,13.6,0.6,,,,,,,,,,,,,,,,,,,
2013-02-11,傍林,3.2,7.4,216.0,13.5,0.3,,,,,,,,,,,,,,,,,,,
2013-02-12,傍林,3.4,7.4,203.0,13.4,1.0,,,,,,,,,,,,,,,,,,,
2013-02-13,傍林,3.5,7.4,203.0,13.1,1.8,,,,,,,,,,,,,,,,,,,
2013-02-14,傍林,4.0,7.3,240.0,13.1,2.1,,,,,,,,,,,,,,,,,,,
2013-02-15,傍林,4.8,7.4,264.0,12.9,2.6,,,,,,,,,,,,,,,,,,,
2013-02-16,傍林,4.9,7.4,275.0,12.7,3.1,,,,,,,,,,,,,,,,,,,
2013-02-17,傍林,4.7,7.4,282.0,12.8,3.0,,,,,,,,,,,,,,,,,,,
2013-02-18,傍林,4.8,7.4,275.0,,,,,,,,,,,,,,,,,,,,,
2013-02-19,傍林,5.0,7.4,284.0,,,,,,,,,,,,,,,,,,,,,
2013-02-20,傍林,4.7,7.5,285.0,,2.4,,,,,,,,,,,,,,,,,,,
2013-02-21,傍林,4.7,7.5,288.0,,2.3,,,,,,,,,,,,,,,,,,,
2013-02-22,傍林,4.7,7.4,285.0,,3.1,,,,,,,,,,,,,,,,,,,
2013-02-23,傍林,4.7,7.5,287.0,12.7,2.8,,,,,,,,,,,,,,,,,,,
2013-02-24,傍林,4.8,7.5,286.0,13.2,2.0,,,,,,,,,,,,,,,,,,,
2013-02-25,傍林,5.2,7.5,286.0,13.4,2.3,,,,,,,,,,,,,,,,,,,
2013-02-26,傍林,5.6,7.5,288.0,13.4,2.3,,,,,,,,,,,,,,,,,,,
2013-02-27,傍林,6.3,7.4,288.0,13.2,2.3,,,,,,,,,,,,,,,,,,,
2013-02-28,傍林,7.2,7.5,292.0,13.1,2.3,,,,,,,,,,,,,,,,,,,
2013-03-01,傍林,7.9,7.5,301.0,13.0,2.9,,,,,,,,,,,,,,,,,,,
2013-03-02,傍林,7.5,7.6,310.0,13.0,3.2,,,,,,,,,,,,,,,,,,,
2013-03-03,傍林,7.1,7.6,345.0,13.1,3.7,,,,,,,,,,,,,,,,,,,
2013-03-04,傍林,6.9,7.6,345.0,13.3,3.4,,,,,,,,,,,,,,,,,,,
2013-03-05,傍林,7.3,7.6,330.0,13.5,2.7,,,,,,,,,,,,,,,,,,,
2013-03-06,傍林,7.6,7.6,333.0,13.1,2.8,,,,,,,,,,,,,,,,,,,
2013-03-07,傍林,8.2,7.6,334.0,12.3,2.8,,,,,,,,,,,,,,,,,,,
2013-03-08,傍林,8.8,7.6,344.0,12.1,3.0,,,,,,,,,,,,,,,,,,,
2013-03-09,傍林,9.9,7.6,353.0,12.0,3.1,,,,,,,,,,,,,,,,,,,
2013-03-10,傍林,10.6,7.6,369.0,11.9,3.2,,,,,,,,,,,,,,,,,,,
2013-03-11,傍林,10.7,7.7,351.0,11.7,2.9,,,,,,,,,,,,,,,,,,,
2013-03-12,傍林,9.9,7.6,332.0,11.7,2.3,,,,,,,,,,,,,,,,,,,
2013-03-13,傍林,9.6,7.5,335.0,11.0,2.5,,,,,,,,,,,,,,,,,,,
2013-03-14,傍林,9.5,7.3,340.0,10.0,4.5,,,,,,,,,,,,,,,,,,,
2013-03-15,傍林,9.4,7.3,326.0,10.4,6.6,,,,,,,,,,,,,,,,,,,
2013-03-16,傍林,9.9,7.3,291.0,11.2,6.5,,,,,,,,,,,,,,,,,,,
2013-03-17,傍林,10.6,7.3,295.0,11.6,5.7,,,,,,,,,,,,,,,,,,,
2013-03-18,傍林,10.6,7.3,298.0,11.1,4.3,,,,,,,,,,,,,,,,,,,
2013-03-19,傍林,10.8,7.1,295.0,9.1,7.3,,,,,,,,,,,,,,,,,,,
2013-03-20,傍林,10.8,7.0,254.0,8.9,6.9,,,,,,,,,,,,,,,,,,,
2013-03-21,傍林,9.8,7.1,256.0,9.7,6.3,,,,,,,,,,,,,,,,,,,
2013-03-22,傍林,9.1,7.1,273.0,10.5,4.6,,,,,,,,,,,,,,,,,,,
2013-03-23,傍林,9.8,7.1,279.0,10.6,4.3,,,,,,,,,,,,,,,,,,,
2013-03-24,傍林,10.2,7.1,288.0,10.5,4.6,,,,,,,,,,,,,,,,,,,
2013-03-25,傍林,10.3,7.1,289.0,10.6,4.0,,,,,,,,,,,,,,,,,,,
2013-03-26,傍林,10.2,7.2,296.0,11.0,3.6,,,,,,,,,,,,,,,,,,,
2013-03-27,傍林,10.6,7.1,292.0,10.6,3.2,,,,,,,,,,,,,,,,,,,
2013-03-28,傍林,11.2,7.2,294.0,10.1,3.0,,,,,,,,,,,,,,,,,,,
2013-03-29,傍林,11.5,7.2,299.0,10.0,2.7,,,,,,,,,,,,,,,,,,,
2013-03-30,傍林,11.2,7.2,307.0,9.9,2.2,,,,,,,,,,,,,,,,,,,
2013-03-31,傍林,11.0,7.2,314.0,9.9,2.1,,,,,,,,,,,,,,,,,,,
2013-04-01,傍林,11.1,7.2,313.0,10.3,2.5,2.3,4.858,0.035,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-02,傍林,11.2,7.2,301.0,9.7,2.8,2.3,4.743,0.034,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-03,傍林,10.6,7.2,276.0,9.7,2.4,2.2,4.223,0.027,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-04,傍林,11.3,7.2,269.0,10.5,1.9,2.1,3.873,0.027,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-05,傍林,12.6,7.3,264.0,10.7,1.7,2.2,3.924,0.027,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
