일시,지점명,평균기온,최저기온,최저기온시각,최고기온,최고기온시각,강수계속시간,분최다강수량,분최다강수량시각,시간최다강수량,시간최다강수량시각,일강수량,최대순간풍속,최대순간풍속풍향방위,최대순간풍속시각,최대풍속,최대풍속풍향방위,최대풍속시각,평균풍속,풍정합,최다풍향방위,평균이슬점온도,최소상대습도,최소상대습도시각,평균상대습도,평균증기압,평균현지기압,최고해면기압,최고해면기압시각,최저해면기압,최저해면기압시각,평균해면기압,가조시간,합계일조시간,시간최다일사시각,시간최다일사량,합계일사량,일최심신적설,일최심신적설시각,일최심적설,일최심적설시각,합계시간신적설,평균전운량,평균중하층운량,평균지면온도,최저초상온도,평균지중온도,평균지중온도,평균지중온도,평균지중온도,지중온도,지중온도,지중온도,지중온도,지중온도,합계대형증발량,합계소형증발량,강수,기사,안개계속시간
2012-01-13,합천,-0.6,-7.6,343.0,7.4,1408.0,,,,,,,9.0,360.0,1430.0,3.9,340.0,1453.0,1.2,1042.0,200.0,-8.2,29.0,1520.0,59.3,3.3,1020.3,1026.6,50.0,1022.3,1400.0,1024.5,10.0,5.9,,,,,,,,,,,-0.2,-8.6,,,,,,,,,,,,,,
2012-01-14,합천,-1.3,-7.8,743.0,7.7,1554.0,,,,,,,4.0,50.0,1724.0,2.4,70.0,1729.0,0.7,627.0,50.0,-12.6,12.0,1557.0,50.8,2.4,1019.7,1026.5,914.0,1021.6,1449.0,1023.9,10.0,8.1,,,,,,,,,,,-0.9,-7.9,,,,,,,,,,,,,,
2012-01-15,합천,-0.7,-5.2,543.0,5.7,1457.0,,,,,,,4.9,90.0,1453.0,2.6,70.0,1456.0,0.9,776.0,50.0,-10.2,24.0,1713.0,50.8,2.8,1016.7,1023.0,955.0,1018.7,1458.0,1020.9,10.0,1.0,,,,,,,,,,,-0.2,-5.4,,,,,,,,,,,,,,
2012-01-16,합천,1.9,-3.0,745.0,6.8,1503.0,,,,,,0.1,5.7,50.0,1711.0,3.7,70.0,1711.0,0.8,699.0,200.0,-4.2,41.0,1121.0,65.4,4.7,1014.9,1021.3,21.0,1017.0,1330.0,1019.0,10.0,0.0,,,,,,,,,,,1.6,-3.2,,,,,,,,,,,,,,
2012-01-17,합천,4.1,0.1,806.0,10.2,1528.0,,,,,,,2.1,340.0,1328.0,1.3,200.0,1948.0,0.3,292.0,180.0,0.6,51.0,1527.0,79.9,6.4,1016.7,1022.2,951.0,1019.1,1607.0,1020.8,10.1,1.5,,,,,,,,,,,4.3,-0.6,,,,,,,,,,,,,,
2012-01-18,합천,4.4,-0.7,735.0,8.6,1514.0,,,,,,1.5,5.7,50.0,1428.0,4.3,20.0,1433.0,1.1,965.0,50.0,0.0,49.0,1307.0,75.4,6.1,1017.5,1023.5,914.0,1019.4,1403.0,1021.7,10.1,0.7,,,,,,,,,,,4.0,-1.5,,,,,,,,,,,,,,
2012-01-19,합천,5.6,3.9,300.0,7.0,1812.0,,,,,,6.5,5.7,50.0,1813.0,4.2,50.0,1819.0,0.9,747.0,50.0,3.5,73.0,2400.0,87.3,7.8,1016.5,1022.2,1.0,1018.5,1410.0,1020.6,10.1,0.0,,,,,,,,,,,4.7,3.1,,,,,,,,,,,,,,
2012-01-20,합천,7.8,6.3,1955.0,10.3,1550.0,,,,,,,8.5,20.0,329.0,5.6,20.0,1252.0,2.9,2543.0,50.0,1.0,49.0,1541.0,62.6,6.6,1017.2,1022.3,934.0,1020.4,1307.0,1021.3,10.1,0.3,,,,,,,,,,,7.3,3.9,,,,,,,,,,,,,,
2012-01-21,합천,6.4,4.0,439.0,8.9,1428.0,,,,,,,5.4,20.0,1157.0,3.8,20.0,1203.0,1.4,1197.0,50.0,1.0,55.0,1430.0,69.1,6.6,1015.9,1021.6,1049.0,1018.3,1411.0,1020.0,10.2,0.4,,,,,,,,,,,6.4,3.3,,,,,,,,,,,,,,
2012-01-22,합천,2.3,-2.6,2352.0,5.8,1345.0,,,,,,,8.8,340.0,1633.0,4.6,320.0,1427.0,1.9,1657.0,290.0,-12.1,12.0,1238.0,40.8,3.0,1016.7,1023.9,2355.0,1018.4,1348.0,1020.9,10.2,7.5,,,,,,,,,,,4.2,-3.2,,,,,,,,,,,,,,
2012-01-23,합천,-4.9,-8.9,736.0,0.2,1335.0,,,,,,,8.4,360.0,1456.0,5.3,360.0,1500.0,2.0,1695.0,340.0,-17.6,17.0,1301.0,39.6,1.6,1020.7,1026.7,2332.0,1023.0,1407.0,1025.0,10.2,8.7,,,,,,,,,,,-3.6,-8.9,,,,,,,,,,,,,,
2012-01-24,합천,-5.7,-11.5,718.0,0.9,1408.0,,,,,,,7.9,360.0,1507.0,3.6,340.0,1541.0,1.3,1117.0,230.0,-13.6,28.0,1518.0,57.4,2.2,1020.1,1027.3,903.0,1022.1,1537.0,1024.4,10.2,7.3,,,,,,,,,,,-4.7,-11.7,,,,,,,,,,,,,,
2012-01-25,합천,-5.8,-9.7,728.0,0.2,1420.0,,,,,,,8.2,340.0,1113.0,4.4,340.0,1321.0,1.6,1372.0,230.0,-15.4,19.0,1336.0,53.1,1.9,1019.1,1026.8,2331.0,1021.4,422.0,1023.4,10.3,8.4,,,,,,,,,,,-3.8,-9.8,,,,,,,,,,,,,,
2012-01-26,합천,-3.4,-12.4,724.0,5.6,1524.0,,,,,,,8.1,250.0,1347.0,4.6,250.0,1347.0,1.2,1079.0,230.0,-11.4,25.0,1510.0,58.4,2.6,1021.8,1028.5,737.0,1023.9,1555.0,1026.1,10.3,5.9,,,,,,,,,,,-2.1,-12.9,,,,,,,,,,,,,,
2012-01-27,합천,1.6,-3.3,133.0,8.9,1517.0,,,,,,,6.8,270.0,1602.0,3.6,250.0,1558.0,1.0,843.0,20.0,-5.4,29.0,1438.0,62.5,4.1,1020.4,1026.0,702.0,1022.5,1524.0,1024.6,10.3,5.4,,,,,,,,,,,2.3,-2.5,,,,,,,,,,,,,,
2012-01-28,합천,1.2,-2.9,2400.0,7.8,1426.0,,,,,,,8.4,50.0,1531.0,5.7,50.0,1539.0,1.4,1248.0,230.0,-12.1,8.0,1322.0,46.9,2.7,1021.8,1028.0,1005.0,1024.3,1542.0,1026.0,10.3,6.5,,,,,,,,,,,2.3,-3.0,,,,,,,,,,,,,,
2012-01-29,합천,-0.7,-7.5,735.0,8.1,1446.0,,,,,,,7.5,340.0,1532.0,4.2,340.0,1541.0,1.1,954.0,230.0,-13.7,11.0,1716.0,43.6,2.2,1023.1,1029.0,740.0,1025.4,1443.0,1027.4,10.4,7.7,,,,,,,,,,,-0.3,-7.6,,,,,,,,,,,,,,
2012-01-30,합천,-1.1,-6.8,2358.0,5.9,1455.0,,,,,,,5.9,90.0,1352.0,2.9,320.0,1700.0,1.3,1098.0,50.0,-20.3,8.0,1526.0,26.9,1.3,1023.7,1030.0,810.0,1025.2,1531.0,1028.0,10.4,8.8,,,,,,,,,,,0.5,-6.9,,,,,,,,,,,,,,
2012-01-31,합천,-1.6,-10.4,724.0,5.7,1627.0,,,,,,0.4,7.2,180.0,1644.0,4.4,200.0,2232.0,1.7,1470.0,230.0,-9.5,19.0,1312.0,58.4,3.3,1018.4,1028.3,1.0,1016.9,2258.0,1022.7,10.4,4.9,,,,,,,,,,,-1.5,-7.8,,,,,,,,,,,,,,
2012-02-01,합천,-2.0,-7.2,2320.0,4.1,44.0,,,,,,0.5,11.1,360.0,1351.0,5.8,320.0,1358.0,3.0,2609.0,320.0,-16.0,18.0,1354.0,35.3,2.0,1018.4,1026.8,2340.0,1017.3,1.0,1022.7,10.4,8.9,,,,,,,,,,,0.7,-7.9,,,,,,,,,,,,,,
2012-02-02,합천,-7.7,-11.7,2351.0,-2.3,1556.0,,,,,,,9.4,360.0,322.0,4.6,340.0,516.0,2.3,1982.0,340.0,-20.7,17.0,1327.0,36.8,1.2,1024.1,1030.2,2159.0,1026.5,200.0,1028.5,10.5,8.9,,,,,,,,,,,-3.5,-12.6,,,,,,,,,,,,,,
2012-02-03,합천,-6.0,-13.9,740.0,2.8,1537.0,,,,,,,6.4,340.0,1609.0,3.5,290.0,1618.0,1.3,1086.0,20.0,-15.1,23.0,1556.0,53.8,1.9,1022.1,1030.1,1.0,1022.9,1553.0,1026.4,10.5,9.0,,,,,,,,,,,-2.8,-14.3,,,,,,,,,,,,,,
2012-02-04,합천,-2.0,-9.3,425.0,6.0,1456.0,,,,,,,8.5,200.0,1150.0,4.5,250.0,1204.0,1.1,989.0,270.0,-10.5,27.0,1414.0,56.1,2.8,1021.9,1027.5,2152.0,1024.8,1723.0,1026.2,10.5,6.2,,,,,,,,,,,-1.0,-10.5,,,,,,,,,,,,,,
2012-02-05,합천,-0.5,-6.6,345.0,7.4,1542.0,,,,,,,3.3,200.0,1554.0,2.2,50.0,1722.0,0.6,544.0,200.0,-7.8,31.0,1333.0,60.4,3.4,1020.1,1027.4,21.0,1021.2,1641.0,1024.3,10.6,1.0,,,,,,,,,,,0.7,-7.6,,,,,,,,,,,,,,
2012-02-06,합천,0.9,-5.8,509.0,6.8,1517.0,,,,,,0.5,2.8,200.0,1005.0,1.9,200.0,1006.0,0.5,446.0,200.0,-4.6,36.0,1350.0,70.5,4.5,1012.4,1022.5,1.0,1012.7,2358.0,1016.6,10.6,0.9,,,,,,,,,,,0.3,-6.7,,,,,,,,,,,,,,
2012-02-07,합천,-0.8,-6.4,2359.0,3.3,619.0,,,,,,,12.3,320.0,1447.0,5.0,320.0,1447.0,2.5,2140.0,270.0,-14.9,14.0,1250.0,38.8,2.4,1011.7,1022.0,2316.0,1011.6,110.0,1015.9,10.6,8.5,,,,,,,,,,,1.7,-7.6,,,,,,,,,,,,,,
2012-02-08,합천,-4.8,-10.6,642.0,1.3,1342.0,,,,,,,10.0,320.0,1249.0,4.8,270.0,1356.0,1.8,1549.0,270.0,-16.2,23.0,1144.0,41.6,1.8,1018.1,1024.8,2400.0,1019.4,1438.0,1022.3,10.7,6.2,,,,,,,,,,,-2.5,-11.8,,,,,,,,,,,,,,
2012-02-09,합천,-1.8,-8.2,655.0,4.1,1618.0,,,,,,,6.0,230.0,1841.0,3.2,250.0,1843.0,1.2,1008.0,270.0,-13.4,15.0,1406.0,47.0,2.3,1021.5,1028.5,945.0,1023.1,1725.0,1025.7,10.7,7.6,,,,,,,,,,,-0.9,-10.6,,,,,,,,,,,,,,
2012-02-10,합천,-0.5,-6.2,734.0,6.0,1419.0,,,,,,,6.0,200.0,1249.0,3.5,50.0,1359.0,1.1,943.0,230.0,-11.1,18.0,1610.0,48.0,2.7,1021.9,1028.4,900.0,1023.4,1519.0,1026.2,10.7,4.7,,,,,,,,,,,1.5,-7.2,,,,,,,,,,,,,,
2012-02-11,합천,-2.6,-8.8,748.0,6.9,1642.0,,,,,,,3.9,180.0,1036.0,2.5,50.0,1628.0,0.8,663.0,230.0,-14.5,10.0,1511.0,48.8,2.1,1024.3,1030.8,2207.0,1025.8,1549.0,1028.5,10.8,9.3,,,,,,,,,,,0.8,-10.4,,,,,,,,,,,,,,
2012-02-12,합천,-0.3,-10.1,648.0,9.3,1538.0,,,,,,,3.8,90.0,1634.0,2.2,50.0,1608.0,0.9,744.0,90.0,-13.3,13.0,1433.0,42.6,2.2,1026.2,1034.3,837.0,1027.0,1636.0,1030.5,10.8,9.1,,,,,,,,,,,1.7,-10.8,,,,,,,,,,,,,,
2012-02-13,합천,2.3,0.3,2146.0,5.8,1615.0,,,,,,,3.9,90.0,1059.0,2.6,50.0,1032.0,0.8,658.0,50.0,-5.5,38.0,2.0,57.1,4.1,1020.4,1027.9,1.0,1022.4,1724.0,1024.6,10.8,0.1,,,,,,,,,,,1.5,-1.8,,,,,,,,,,,,,,
2012-02-14,합천,3.2,0.9,145.0,8.8,1649.0,,,,,,4.0,3.8,20.0,1516.0,2.5,20.0,1527.0,0.6,531.0,90.0,0.6,66.0,1655.0,83.6,6.4,1016.0,1023.2,1.0,1017.4,1551.0,1020.2,10.9,2.4,,,,,,,,,,,4.5,-0.2,,,,,,,,,,,,,,
2012-02-15,합천,3.3,-0.9,2230.0,10.3,1517.0,,,,,,,5.8,70.0,1444.0,3.5,50.0,1646.0,0.9,804.0,230.0,-6.0,13.0,1437.0,60.0,4.2,1016.2,1022.2,836.0,1017.7,1656.0,1020.4,10.9,6.3,,,,,,,,,,,5.2,-1.6,,,,,,,,,,,,,,
2012-02-16,합천,2.1,-2.4,804.0,6.8,1408.0,,,,,,,12.7,340.0,1346.0,6.4,20.0,1326.0,1.9,1645.0,270.0,-13.4,10.0,1242.0,36.5,2.4,1017.3,1024.0,858.0,1019.0,1741.0,1021.5,10.9,9.0,,,,,,,,,,,3.2,-3.2,,,,,,,,,,,,,,
2012-02-17,합천,-1.9,-6.0,642.0,1.6,1434.0,,,,,,,11.5,320.0,1941.0,6.2,20.0,1428.0,2.4,2068.0,320.0,-16.6,17.0,1355.0,33.5,1.7,1018.9,1025.5,2350.0,1021.3,1.0,1023.1,11.0,8.4,,,,,,,,,,,1.0,-6.6,,,,,,,,,,,,,,
2012-02-18,합천,-3.3,-9.0,649.0,2.3,1448.0,,,,,,,9.0,340.0,1228.0,4.5,340.0,1235.0,1.6,1410.0,320.0,-16.5,18.0,1309.0,38.4,1.7,1021.8,1027.8,833.0,1023.5,1519.0,1026.0,11.0,9.7,,,,,,,,,,,0.1,-10.0,,,,,,,,,,,,,,
2012-02-19,합천,-3.0,-11.0,709.0,6.0,1605.0,,,,,,,7.7,340.0,1310.0,4.4,360.0,1206.0,1.3,1103.0,230.0,-15.0,12.0,1548.0,46.5,2.0,1022.8,1028.8,840.0,1024.2,1532.0,1027.1,11.0,10.1,,,,,,,,,,,0.3,-11.2,,,,,,,,,,,,,,
2012-02-20,합천,-0.9,-10.2,733.0,9.8,1546.0,,,,,,,4.7,200.0,1656.0,3.1,200.0,1656.0,0.9,776.0,200.0,-13.4,10.0,1457.0,47.4,2.2,1022.7,1029.9,822.0,1023.3,1629.0,1026.9,11.1,9.5,,,,,,,,,,,1.7,-10.4,,,,,,,,,,,,,,
2012-02-21,합천,-0.2,-6.5,608.0,6.6,1413.0,,,,,,0.5,6.3,70.0,1532.0,3.3,20.0,1424.0,0.8,669.0,230.0,-6.8,23.0,1408.0,66.9,3.9,1020.7,1026.6,201.0,1022.2,1357.0,1024.9,11.1,0.1,,,,,,,,0.7,,,0.2,-7.5,,,,,,,,,,,,,,
2012-02-22,합천,4.0,-0.6,157.0,8.6,1514.0,,,,,,,2.7,200.0,1445.0,1.8,250.0,2251.0,0.5,472.0,230.0,1.1,62.0,1626.0,82.0,6.6,1014.2,1024.0,37.0,1012.4,2400.0,1018.3,11.1,0.0,,,,,,,,,,,4.0,-0.8,,,,,,,,,,,,,,
2012-02-23,합천,7.2,1.9,751.0,16.2,1441.0,,,,,,,8.6,20.0,1313.0,5.9,50.0,1620.0,1.4,1181.0,50.0,-2.5,14.0,1500.0,58.8,5.4,1009.0,1018.9,2340.0,1009.9,334.0,1013.0,11.2,7.2,,,,,,,,,,,8.1,0.2,,,,,,,,,,,,,,
2012-02-24,합천,5.4,0.2,312.0,10.4,1501.0,,,,,,,5.8,50.0,1706.0,4.3,50.0,1846.0,1.3,1103.0,50.0,-2.1,34.0,1537.0,60.4,5.3,1014.6,1022.2,920.0,1016.2,1722.0,1018.7,11.2,0.8,,,,,,,,,,,6.5,-1.7,,,,,,,,,,,,,,
2012-02-25,합천,3.9,-1.2,2359.0,8.1,1150.0,,,,,,,5.9,340.0,1542.0,4.1,20.0,1637.0,1.2,1069.0,20.0,-3.5,34.0,1322.0,60.8,4.8,1012.3,1020.4,2336.0,1014.3,520.0,1016.4,11.2,0.8,,,,,,,,,,,5.1,-2.3,,,,,,,,,,,,,,
2012-02-26,합천,0.4,-4.5,2344.0,7.1,1616.0,,,,,,,5.8,50.0,1245.0,4.3,20.0,1309.0,1.1,923.0,50.0,-9.1,19.0,1619.0,55.0,3.2,1017.4,1024.3,2326.0,1019.7,1413.0,1021.5,11.3,2.8,,,,,,,,,,,2.1,-6.3,,,,,,,,,,,,,,
2012-02-27,합천,-0.5,-8.5,702.0,9.0,1542.0,,,,,,,7.4,90.0,1426.0,4.6,90.0,1433.0,1.4,1202.0,50.0,-14.6,10.0,1426.0,43.6,2.1,1021.1,1027.4,903.0,1022.9,1555.0,1025.3,11.3,10.3,,,,,,,,,,,2.9,-8.9,,,,,,,,,,,,,,
2012-02-28,합천,0.9,-5.6,543.0,6.6,1334.0,,,,,,0.5,5.3,70.0,1455.0,3.4,50.0,1458.0,0.9,784.0,230.0,-4.9,42.0,1323.0,67.1,4.5,1020.8,1027.7,841.0,1022.7,1542.0,1025.0,11.4,0.0,,,,,,,,,,,1.6,-6.6,,,,,,,,,,,,,,
2012-02-29,합천,4.9,-1.3,604.0,14.1,1707.0,,,,,,,4.5,20.0,1519.0,2.8,50.0,1523.0,1.0,875.0,230.0,-0.6,30.0,1710.0,72.3,5.9,1018.6,1025.1,202.0,1019.7,1703.0,1022.7,11.4,8.0,,,,,,,,,,,8.4,-1.4,,,,,,,,,,,,,,
2012-03-01,합천,7.6,0.2,705.0,16.2,1549.0,,,,,,,4.7,110.0,1504.0,2.6,90.0,1419.0,0.9,742.0,230.0,-1.3,25.0,1520.0,59.1,5.6,1014.2,1022.2,103.0,1014.9,1752.0,1018.3,11.4,3.5,,,,,,,,,,,8.8,-0.5,,,,,,,,,,,,,,
2012-03-02,합천,6.7,5.2,408.0,8.5,1556.0,,,,,,1.5,5.3,50.0,1600.0,3.9,20.0,1541.0,1.2,1025.0,20.0,3.9,66.0,9.0,83.1,8.1,1014.0,1022.0,2341.0,1015.5,548.0,1018.1,11.5,0.0,,,,,,,,,,,7.1,4.6,,,,,,,,,,,,,,
2012-03-03,합천,6.9,3.3,738.0,10.3,1252.0,,,,,,,7.8,90.0,1746.0,5.3,20.0,1304.0,2.0,1705.0,50.0,1.4,50.0,1521.0,69.5,6.8,1021.2,1028.2,2243.0,1021.9,1.0,1025.3,11.5,2.2,,,,,,,,,,,6.6,0.9,,,,,,,,,,,,,,
2012-03-04,합천,5.1,1.3,420.0,7.6,1249.0,,,,,,7.0,6.2,20.0,2056.0,4.1,20.0,2100.0,1.7,1437.0,50.0,1.9,65.0,21.0,80.1,7.0,1019.0,1028.1,39.0,1019.0,2350.0,1023.2,11.5,0.0,,,,,,,,,,,4.7,-0.3,,,,,,,,,,,,,,
2012-03-05,합천,5.6,4.2,606.0,6.7,1421.0,,,,,,22.5,5.8,50.0,1413.0,3.7,50.0,1431.0,1.7,1476.0,70.0,3.5,79.0,1030.0,86.4,7.8,1009.2,1019.0,1.0,1009.1,2318.0,1013.3,11.6,0.0,,,,,,,,,,,6.1,3.7,,,,,,,,,,,,,,
2012-03-06,합천,6.6,2.8,2315.0,11.1,1329.0,,,,,,3.5,8.2,290.0,1023.0,4.6,250.0,1349.0,1.7,1465.0,270.0,0.6,34.0,1648.0,68.1,6.5,1008.1,1017.2,2347.0,1007.9,337.0,1012.1,11.6,4.0,,,,,,,,,,,8.0,1.8,,,,,,,,,,,,,,
2012-03-07,합천,5.0,-0.7,555.0,12.1,1547.0,,,,,,,5.5,70.0,920.0,4.0,70.0,928.0,1.1,938.0,20.0,-2.1,32.0,1426.0,63.6,5.3,1013.5,1019.9,740.0,1015.7,354.0,1017.6,11.7,5.2,,,,,,,,,,,7.2,-1.3,,,,,,,,,,,,,,
2012-03-08,합천,5.5,-0.6,646.0,13.1,1545.0,,,,,,,5.8,20.0,1052.0,3.7,70.0,1059.0,1.0,827.0,70.0,-5.3,16.0,1441.0,53.5,4.3,1015.4,1021.2,947.0,1017.3,1710.0,1019.5,11.7,7.1,,,,,,,,,,,7.4,-1.8,,,,,,,,,,,,,,
2012-03-09,합천,6.4,-0.7,702.0,12.8,1538.0,,,,,,,6.4,50.0,1822.0,4.9,50.0,1844.0,1.6,1348.0,50.0,-3.5,20.0,1649.0,52.4,4.8,1015.5,1021.3,829.0,1016.6,1655.0,1019.6,11.7,8.9,,,,,,,,,,,7.8,-1.8,,,,,,,,,,,,,,
2012-03-10,합천,8.0,2.6,2254.0,14.1,1546.0,,,,,,,5.5,70.0,1637.0,3.6,50.0,1639.0,1.3,1116.0,50.0,-4.3,19.0,1507.0,44.5,4.6,1014.9,1020.8,900.0,1016.4,1513.0,1019.0,11.8,7.0,,,,,,,,,,,10.6,0.8,,,,,,,,,,,,,,
2012-03-11,합천,1.9,-1.7,2350.0,5.4,1528.0,,,,,,,13.4,340.0,1231.0,6.8,360.0,1434.0,2.9,2541.0,290.0,-14.2,12.0,1534.0,31.9,2.2,1017.1,1024.8,2357.0,1019.3,1442.0,1021.2,11.8,9.9,,,,,,,,,,,6.0,-2.9,,,,,,,,,,,,,,
2012-03-12,합천,1.0,-6.3,633.0,8.1,1539.0,,,,,,,9.2,320.0,1248.0,5.1,290.0,1248.0,1.8,1543.0,320.0,-15.2,12.0,1223.0,33.5,2.0,1021.9,1027.7,809.0,1023.8,1521.0,1026.1,11.8,11.0,,,,,,,,,,,4.4,-7.1,,,,,,,,,,,,,,
2012-03-13,합천,1.7,-6.7,632.0,11.1,1618.0,,,,,,,7.8,290.0,1401.0,4.1,250.0,1402.0,1.1,979.0,20.0,-11.0,14.0,1451.0,45.1,2.7,1022.3,1029.2,746.0,1023.3,1726.0,1026.5,11.9,11.0,,,,,,,,,,,5.6,-7.4,,,,,,,,,,,,,,
2012-03-14,합천,5.6,-5.5,628.0,15.6,1353.0,,,,,,,8.3,270.0,1441.0,4.3,250.0,1514.0,1.5,1276.0,230.0,-7.8,12.0,1400.0,45.0,3.5,1021.1,1027.7,812.0,1022.3,1454.0,1025.2,11.9,9.8,,,,,,,,,,,7.2,-6.4,,,,,,,,,,,,,,
2012-03-15,합천,7.3,-1.0,658.0,14.9,1502.0,,,,,,,8.6,50.0,1349.0,5.0,200.0,1903.0,1.4,1221.0,20.0,-6.7,6.0,1623.0,45.1,4.0,1023.0,1029.3,928.0,1025.3,3.0,1027.1,12.0,10.3,,,,,,,,,,,10.1,-2.2,,,,,,,,,,,,,,
2012-03-16,합천,5.5,2.6,548.0,8.7,1143.0,,,,,,8.5,3.3,230.0,654.0,2.4,230.0,657.0,0.8,679.0,50.0,2.3,54.0,1120.0,80.6,7.3,1015.0,1027.1,1.0,1011.3,2355.0,1019.1,12.0,0.0,,,,,,,,,,,6.1,2.0,,,,,,,,,,,,,,
2012-03-17,합천,11.3,6.4,8.0,18.4,1517.0,,,,,,0.5,5.6,50.0,1625.0,4.3,50.0,1825.0,1.3,1161.0,50.0,7.5,52.0,1517.0,78.6,10.4,1006.1,1012.6,2123.0,1007.8,325.0,1010.1,12.0,2.1,,,,,,,,,,,13.2,6.4,,,,,,,,,,,,,,
