일시,지점명,평균기온,최저기온,최저기온시각,최고기온,최고기온시각,강수계속시간,분최다강수량,분최다강수량시각,시간최다강수량,시간최다강수량시각,일강수량,최대순간풍속,최대순간풍속풍향방위,최대순간풍속시각,최대풍속,최대풍속풍향방위,최대풍속시각,평균풍속,풍정합,최다풍향방위,평균이슬점온도,최소상대습도,최소상대습도시각,평균상대습도,평균증기압,평균현지기압,최고해면기압,최고해면기압시각,최저해면기압,최저해면기압시각,평균해면기압,가조시간,합계일조시간,시간최다일사시각,시간최다일사량,합계일사량,일최심신적설,일최심신적설시각,일최심적설,일최심적설시각,합계시간신적설,평균전운량,평균중하층운량,평균지면온도,최저초상온도,평균지중온도,평균지중온도,평균지중온도,평균지중온도,지중온도,지중온도,지중온도,지중온도,지중온도,합계대형증발량,합계소형증발량,강수,기사,안개계속시간
2012-02-16,구미,1.3,-2.0,2400.0,5.3,1344.0,,,,,,,10.6,290.0,1345.0,6.1,290.0,1358.0,3.6,3122.0,290.0,-15.8,16.0,1303.0,28.4,1.8,1015.7,1024.5,851.0,1018.9,1740.0,1021.9,10.9,8.7,,,,,,,,,,,1.3,-4.4,,,,,,,,,,,,,,
2012-02-17,구미,-3.3,-5.9,654.0,0.2,1443.0,,,,,,,13.4,290.0,1421.0,7.4,290.0,1603.0,4.0,3457.0,290.0,-15.9,21.0,1448.0,38.5,1.8,1016.9,1025.4,2241.0,1021.8,1449.0,1023.2,10.9,8.4,,,,,,,,,,,-1.0,-7.8,,,,,,,,,,,,,,
2012-02-18,구미,-4.5,-9.1,722.0,0.1,1346.0,,,,,,,9.2,320.0,1420.0,5.1,320.0,1503.0,3.0,2596.0,290.0,-16.4,27.0,1825.0,39.6,1.7,1020.3,1028.0,834.0,1024.3,1516.0,1026.6,11.0,9.0,,,,,,,,,,,-2.1,-10.7,,,,,,,,,,,,,,
2012-02-19,구미,-2.7,-8.0,736.0,3.0,1519.0,,,,,,,9.9,290.0,1058.0,5.6,290.0,1101.0,2.6,2233.0,290.0,-14.9,23.0,1520.0,40.1,1.9,1021.2,1029.0,836.0,1025.3,1519.0,1027.5,11.0,9.0,,,,,,,,,,,-1.2,-9.9,,,,,,,,,,,,,,
2012-02-20,구미,-0.5,-8.9,720.0,7.8,1522.0,,,,,,,6.0,340.0,1503.0,3.5,320.0,1507.0,1.3,1099.0,340.0,-14.0,15.0,1536.0,38.4,2.1,1020.8,1029.7,823.0,1023.8,1707.0,1027.1,11.0,8.9,,,,,,,,,,,-0.1,-12.1,,,,,,,,,,,,,,
2012-02-21,구미,0.3,-6.2,705.0,6.1,1531.0,,,,,,,4.9,140.0,1543.0,2.3,110.0,1547.0,0.9,742.0,270.0,-7.3,29.0,1231.0,59.4,3.7,1018.6,1026.8,131.0,1022.6,1353.0,1024.8,11.1,2.1,,,,,,,,,,,-0.7,-8.6,,,,,,,,,,,,,,
2012-02-22,구미,3.1,-3.1,150.0,8.8,1638.0,,,,,,,3.7,270.0,2135.0,2.3,270.0,2137.0,0.8,712.0,270.0,-1.1,54.0,1441.0,75.3,5.6,1012.5,1024.4,142.0,1012.7,2356.0,1018.6,11.1,1.0,,,,,,,,,,,2.3,-5.7,,,,,,,,,,,,,,
2012-02-23,구미,6.0,1.6,2356.0,11.5,1410.0,,,,,,,9.9,360.0,1113.0,5.2,320.0,1121.0,2.1,1774.0,290.0,-1.8,32.0,1401.0,59.6,5.4,1007.7,1019.2,2258.0,1010.1,455.0,1013.7,11.2,6.8,,,,,,,,,,,4.7,-1.3,,,,,,,,,,,,,,
2012-02-24,구미,4.5,-0.4,203.0,8.7,1521.0,,,,,,,5.2,250.0,1222.0,3.1,90.0,1126.0,1.3,1142.0,90.0,-2.3,42.0,1522.0,62.6,5.1,1013.1,1022.3,907.0,1016.7,2310.0,1019.2,11.2,0.4,,,,,,,,,,,2.4,-2.8,,,,,,,,,,,,,,
2012-02-25,구미,3.1,0.8,2231.0,5.8,1438.0,,,,,,0.1,7.4,290.0,1314.0,4.6,270.0,1531.0,2.7,2310.0,290.0,-3.0,52.0,1335.0,64.9,4.9,1011.1,1021.0,2346.0,1014.8,446.0,1017.2,11.2,0.2,,,,,,,,,,,2.7,-1.4,,,,,,,,,,,,,,
2012-02-26,구미,0.7,-2.8,2328.0,4.4,1546.0,,,,,,,6.9,290.0,829.0,4.6,290.0,833.0,2.6,2242.0,290.0,-9.8,33.0,1535.0,46.1,2.9,1016.1,1024.8,2339.0,1020.0,18.0,1022.3,11.3,2.9,,,,,,,,,,,1.5,-6.5,,,,,,,,,,,,,,
2012-02-27,구미,0.2,-4.7,726.0,7.7,1450.0,,,,,,,5.8,270.0,420.0,3.6,320.0,744.0,2.0,1690.0,270.0,-13.8,13.0,1509.0,36.5,2.1,1019.5,1027.8,901.0,1023.6,1545.0,1025.7,11.3,9.4,,,,,,,,,,,1.9,-6.7,,,,,,,,,,,,,,
2012-02-28,구미,1.0,-4.8,700.0,5.9,1526.0,,,,,,,3.5,90.0,2039.0,2.5,270.0,2246.0,0.9,775.0,270.0,-5.4,49.0,1405.0,62.9,4.2,1019.2,1028.1,858.0,1023.2,1601.0,1025.4,11.3,0.2,,,,,,,,,,,0.5,-6.8,,,,,,,,,,,,,,
2012-02-29,구미,4.4,-3.0,545.0,13.2,1547.0,,,,,,,6.3,70.0,1342.0,3.8,70.0,1343.0,1.3,1093.0,270.0,-2.3,35.0,1543.0,65.0,5.2,1016.8,1025.6,238.0,1020.0,1613.0,1022.9,11.4,9.2,,,,,,,,,,,5.2,-6.5,,,,,,,,,,,,,,
2012-03-01,구미,7.8,0.2,713.0,15.8,1551.0,,,,,,,4.7,160.0,1906.0,2.8,90.0,1924.0,1.2,1006.0,270.0,-1.2,21.0,1358.0,57.4,5.7,1012.6,1022.1,822.0,1015.1,1818.0,1018.6,11.4,8.7,,,,,,,,,,,7.7,-1.8,,,,,,,,,,,,,,
2012-03-02,구미,6.4,4.7,611.0,8.1,1406.0,,,,,,3.0,3.6,70.0,1447.0,1.9,270.0,2.0,0.9,794.0,270.0,4.0,64.0,2.0,85.4,8.2,1012.5,1022.6,2341.0,1016.1,557.0,1018.5,11.4,0.2,,,,,,,,,,,7.0,3.6,,,,,,,,,,,,,,
2012-03-03,구미,5.9,0.8,718.0,8.7,1413.0,,,,,,0.0,5.3,70.0,2124.0,3.0,90.0,2128.0,1.2,994.0,70.0,0.9,58.0,1401.0,71.1,6.5,1019.8,1029.0,2118.0,1022.5,25.0,1025.9,11.5,1.6,,,,,,,,,,,6.0,-2.1,,,,,,,,,,,,,,
2012-03-04,구미,4.2,0.1,443.0,6.4,1517.0,,,,,,5.5,4.8,70.0,1535.0,3.0,70.0,1539.0,1.0,903.0,70.0,1.2,64.0,1.0,81.4,6.7,1018.0,1028.7,26.0,1019.9,2356.0,1024.1,11.5,0.4,,,,,,,,,,,3.7,-2.3,,,,,,,,,,,,,,
2012-03-05,구미,4.0,2.1,337.0,6.0,1420.0,,,,,,19.5,3.2,290.0,909.0,2.1,290.0,916.0,1.0,837.0,270.0,2.4,84.0,1502.0,90.0,7.3,1008.2,1020.0,4.0,1009.9,2340.0,1014.3,11.6,0.4,,,,,,,,,,,5.1,1.4,,,,,,,,,,,,,,
2012-03-06,구미,4.8,2.8,2324.0,8.6,1501.0,,,,,,3.5,11.5,290.0,1352.0,6.0,290.0,1356.0,2.4,2049.0,290.0,0.2,47.0,1624.0,74.4,6.3,1006.1,1017.1,2356.0,1008.5,340.0,1012.2,11.6,3.8,,,,,,,,,,,5.7,0.5,,,,,,,,,,,,,,
2012-03-07,구미,5.8,1.4,323.0,11.8,1602.0,,,,,,,7.9,290.0,26.0,4.4,320.0,838.0,2.3,1964.0,290.0,-3.1,32.0,1533.0,53.8,4.9,1012.0,1020.4,747.0,1015.7,429.0,1018.1,11.6,7.6,,,,,,,,,,,6.5,-1.2,,,,,,,,,,,,,,
2012-03-08,구미,5.5,0.5,344.0,11.5,1611.0,,,,,,,6.7,290.0,1459.0,3.9,290.0,814.0,2.2,1935.0,290.0,-6.8,19.0,1433.0,43.8,3.7,1014.1,1021.8,908.0,1018.1,1606.0,1020.2,11.7,8.0,,,,,,,,,,,4.9,-2.5,,,,,,,,,,,,,,
2012-03-09,구미,5.4,-1.1,653.0,12.3,1554.0,,,,,,,8.1,50.0,1714.0,4.9,70.0,1716.0,1.9,1629.0,70.0,-3.6,30.0,1532.0,53.4,4.7,1014.2,1022.0,631.0,1017.4,1537.0,1020.3,11.7,8.4,,,,,,,,,,,7.0,-3.4,,,,,,,,,,,,,,
2012-03-10,구미,6.3,2.8,645.0,11.1,1601.0,,,,,,,9.1,290.0,2358.0,5.7,290.0,2400.0,1.8,1576.0,270.0,-3.2,28.0,1610.0,52.0,4.9,1013.4,1021.4,948.0,1017.3,1544.0,1019.5,11.8,6.6,,,,,,,,,,,8.8,1.3,,,,,,,,,,,,,,
2012-03-11,구미,1.0,-2.2,2316.0,3.8,1529.0,,,,,,,14.8,290.0,1048.0,8.2,290.0,1036.0,4.8,4142.0,290.0,-12.6,20.0,1351.0,36.9,2.4,1015.1,1025.1,2331.0,1019.2,559.0,1021.3,11.8,9.8,,,,,,,,,,,5.0,-4.2,,,,,,,,,,,,,,
2012-03-12,구미,0.4,-4.9,648.0,6.0,1543.0,,,,,,,11.2,270.0,1231.0,6.0,290.0,1240.0,3.4,2962.0,290.0,-13.8,18.0,1504.0,36.1,2.1,1020.1,1028.0,2350.0,1024.3,1504.0,1026.3,11.8,10.0,,,,,,,,,,,4.0,-7.4,,,,,,,,,,,,,,
2012-03-13,구미,1.6,-5.0,455.0,8.8,1559.0,,,,,,,8.2,340.0,1221.0,3.8,360.0,1044.0,1.6,1423.0,270.0,-9.7,21.0,1547.0,45.4,3.0,1020.4,1028.8,754.0,1024.0,1639.0,1026.6,11.9,10.1,,,,,,,,,,,4.3,-8.0,,,,,,,,,,,,,,
2012-03-14,구미,4.6,-4.0,551.0,14.1,1522.0,,,,,,,11.0,270.0,1711.0,6.5,290.0,1713.0,1.5,1257.0,270.0,-5.4,21.0,1441.0,52.9,4.1,1019.0,1027.5,746.0,1021.8,1459.0,1025.1,11.9,8.7,,,,,,,,,,,5.6,-7.0,,,,,,,,,,,,,,
2012-03-15,구미,7.4,1.5,626.0,13.3,1639.0,,,,,,,6.8,20.0,1204.0,3.5,320.0,1032.0,1.6,1412.0,320.0,-6.3,15.0,1521.0,43.4,4.1,1021.2,1030.0,1006.0,1025.4,1718.0,1027.3,11.9,9.8,,,,,,,,,,,8.7,-3.6,,,,,,,,,,,,,,
2012-03-16,구미,7.0,4.0,615.0,10.5,1250.0,,,,,,4.5,5.5,140.0,1227.0,2.9,90.0,1153.0,1.3,1151.0,110.0,1.7,46.0,1216.0,70.9,7.1,1012.9,1026.7,123.0,1011.5,2359.0,1018.9,12.0,0.2,,,,,,,,,,,7.1,2.5,,,,,,,,,,,,,,
2012-03-17,구미,9.9,6.7,435.0,14.1,1334.0,,,,,,0.5,5.0,290.0,1448.0,3.2,340.0,1453.0,1.2,1030.0,270.0,6.9,67.0,1616.0,82.1,9.9,1004.6,1012.8,2036.0,1008.4,314.0,1010.6,12.0,0.8,,,,,,,,,,,9.9,6.1,,,,,,,,,,,,,,
