,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2012-08-12,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-13,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-14,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-15,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-16,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-17,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-18,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-19,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-20,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-21,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-22,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-23,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-24,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-25,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-26,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-27,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-28,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-29,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-30,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-01,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-02,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-03,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-06,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-08,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-11,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-12,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-14,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-15,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-17,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-18,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-19,唱林,20.7,6.9,102.0,8.3,22.4,2.4,,,13.6,,,,,,,,,,,,,,,
2012-09-20,唱林,21.9,7.0,111.0,8.6,11.2,2.0,,,17.4,,,,,,,,,,,,,,,
2012-09-21,唱林,22.0,6.9,119.0,8.5,12.7,1.9,,,20.5,,,,,,,,,,,,,,,
2012-09-22,唱林,22.7,7.1,125.0,9.4,8.7,1.9,,,29.8,,,,,,,,,,,,,,,
2012-09-23,唱林,23.0,7.7,133.0,10.7,4.7,2.0,,,48.9,,,,,,,,,,,,,,,
2012-09-24,唱林,23.6,8.4,140.0,12.0,4.1,2.4,,,37.8,,,,,,,,,,,,,,,
2012-09-25,唱林,24.0,9.0,148.0,12.9,3.7,2.6,,,63.8,,,,,,,,,,,,,,,
2012-09-26,唱林,24.0,9.2,157.0,13.9,4.2,2.8,,,66.8,,,,,,,,,,,,,,,
2012-09-27,唱林,23.2,8.9,165.0,13.0,4.1,2.8,,,62.1,,,,,,,,,,,,,,,
2012-09-28,唱林,22.9,8.6,169.0,12.2,3.5,2.6,,,54.3,,,,,,,,,,,,,,,
2012-09-29,唱林,22.6,8.2,172.0,11.1,3.9,2.3,,,48.8,,,,,,,,,,,,,,,
2012-09-30,唱林,22.4,7.6,178.0,10.5,4.1,2.3,,,43.1,,,,,,,,,,,,,,,
2012-10-01,唱林,22.6,7.8,187.0,10.7,4.3,2.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-02,唱林,22.8,7.9,200.0,10.7,4.9,2.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-03,唱林,22.8,8.3,207.0,10.3,5.2,2.5,,,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-04,唱林,22.6,8.5,212.0,10.7,5.6,2.9,,,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-05,唱林,22.3,8.7,218.0,11.2,6.1,2.8,,,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-06,唱林,22.2,8.8,223.0,10.9,5.6,2.8,,,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-07,唱林,22.7,8.6,224.0,10.5,5.5,2.6,,,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-08,唱林,22.3,8.9,229.0,11.7,6.0,2.5,,,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-09,唱林,22.1,8.9,232.0,11.8,5.3,2.5,,,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-10,唱林,21.5,8.3,228.0,10.2,6.1,2.5,,,65.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-11,唱林,20.8,8.2,232.0,9.8,7.3,2.3,,,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-12,唱林,21.1,8.5,237.0,10.8,6.7,2.4,,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-13,唱林,20.7,8.6,239.0,11.0,6.5,2.6,,,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-14,唱林,20.4,8.4,239.0,10.5,7.0,2.2,,,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-15,唱林,20.2,8.3,240.0,10.5,7.5,2.1,,,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-16,唱林,20.0,8.4,240.0,10.6,8.0,2.1,,,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-17,唱林,19.6,8.2,243.0,10.3,9.5,2.4,,,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-18,唱林,18.8,7.9,241.0,9.7,12.1,2.3,,,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-19,唱林,18.8,8.4,243.0,11.2,10.9,2.4,,,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-20,唱林,18.5,8.8,248.0,12.3,8.4,2.6,,,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-21,唱林,18.6,8.6,251.0,12.1,7.8,2.6,,,65.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-22,唱林,18.3,8.8,251.0,12.9,6.6,2.4,,,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-23,唱林,17.3,7.6,266.0,9.3,12.3,2.8,,,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-24,唱林,17.2,7.7,267.0,9.4,12.7,2.7,,,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-25,唱林,18.0,8.0,258.0,10.2,6.6,2.5,,,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-26,唱林,17.4,7.9,250.0,9.7,7.1,2.6,,,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-27,唱林,17.1,7.5,257.0,9.0,7.0,2.8,,,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-28,唱林,17.0,7.2,275.0,8.0,7.6,3.0,,,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-29,唱林,17.2,7.2,273.0,8.2,6.6,3.0,,,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-30,唱林,16.8,7.0,249.0,6.8,7.5,2.7,,,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2012-10-31,唱林,16.4,7.0,238.0,6.8,7.8,2.6,,,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2012-11-01,唱林,15.8,7.1,232.0,7.2,8.5,2.8,,,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-02,唱林,15.6,7.1,234.0,8.0,6.5,2.8,,,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-03,唱林,15.6,7.3,240.0,9.0,5.8,2.6,,,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-04,唱林,15.0,7.1,244.0,8.3,5.1,2.6,,,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-05,唱林,14.8,7.1,248.0,8.1,6.1,2.6,,,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-06,唱林,14.5,7.0,252.0,7.7,6.4,2.6,,,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-07,唱林,14.3,7.0,252.0,7.8,5.8,2.8,,,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-08,唱林,14.3,7.1,249.0,8.3,4.7,2.7,,,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-09,唱林,14.6,7.2,238.0,9.1,3.3,2.7,,,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2012-11-10,唱林,13.9,7.1,234.0,8.2,5.3,,,,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-11,唱林,13.7,7.2,227.0,8.8,6.6,3.0,,,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-12,唱林,13.2,7.3,226.0,9.3,6.5,2.9,,,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-13,唱林,13.0,7.3,233.0,9.4,5.5,3.0,,,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-14,唱林,12.6,7.3,244.0,9.6,5.6,2.8,,,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-15,唱林,12.4,7.4,252.0,10.0,5.2,2.6,,,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-16,唱林,12.1,7.5,263.0,10.6,4.6,2.7,,,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-17,唱林,12.0,7.3,280.0,10.0,4.9,2.5,,,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-18,唱林,11.9,7.3,297.0,9.9,4.3,2.8,,,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-19,唱林,11.6,7.2,303.0,9.3,4.5,2.9,,,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-20,唱林,11.3,7.1,310.0,9.2,4.5,2.7,,,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-21,唱林,11.0,7.2,295.0,10.0,4.2,2.7,,,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-22,唱林,11.1,7.3,281.0,11.3,3.9,2.7,,,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-23,唱林,10.7,7.2,284.0,11.2,4.0,2.7,,,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-24,唱林,10.5,7.2,284.0,10.7,4.8,2.7,,,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-25,唱林,10.4,7.2,283.0,11.5,12.0,2.7,,,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-26,唱林,10.0,7.1,278.0,11.1,6.4,2.7,,,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-27,唱林,9.9,7.3,277.0,11.3,8.4,2.6,,,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-28,唱林,9.7,7.3,276.0,10.8,4.2,2.6,,,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-29,唱林,9.5,7.2,275.0,11.1,5.9,2.6,,,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-30,唱林,9.2,7.2,279.0,11.5,7.2,2.6,,,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,唱林,8.9,7.1,280.0,11.9,,2.5,,,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-02,唱林,8.9,7.1,277.0,12.6,,,,,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-03,唱林,8.3,7.1,275.0,12.2,,,,,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-04,唱林,8.1,7.1,271.0,12.7,,2.9,,,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-05,唱林,7.8,7.1,273.0,12.6,,3.1,,,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-06,唱林,7.4,7.1,278.0,12.8,,2.9,,,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-07,唱林,7.0,7.0,286.0,12.8,7.7,2.1,,,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-08,唱林,6.7,6.8,298.0,12.3,19.0,2.1,,,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-09,唱林,6.3,6.8,304.0,12.2,5.9,2.1,,,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-10,唱林,5.9,6.7,309.0,11.8,4.4,2.2,,,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-11,唱林,5.8,6.6,309.0,11.7,4.8,2.1,,,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-12,唱林,5.7,6.6,308.0,11.4,4.3,2.2,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-13,唱林,5.9,6.6,310.0,11.7,3.9,2.4,,,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-14,唱林,5.6,6.6,315.0,11.0,4.1,2.5,,,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-15,唱林,5.6,6.5,335.0,9.6,4.4,2.5,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-16,唱林,5.7,6.5,332.0,9.2,7.8,2.5,,,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-17,唱林,5.7,6.5,337.0,9.0,16.2,2.6,,,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-18,唱林,5.6,6.6,343.0,9.6,10.1,2.6,,,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-19,唱林,5.4,6.7,346.0,10.1,7.6,2.6,,,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-20,唱林,5.4,6.7,342.0,10.0,6.5,2.5,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-21,唱林,5.7,6.7,333.0,9.7,4.9,2.4,,,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-22,唱林,5.7,6.7,310.0,9.4,5.7,,,,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-23,唱林,5.2,6.7,284.0,9.6,5.7,,,,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2012-12-24,唱林,4.8,6.7,278.0,9.8,4.7,,,,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2012-12-25,唱林,4.5,6.7,274.0,9.9,3.7,2.0,,,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-26,唱林,4.0,6.7,271.0,10.3,3.1,2.1,,,6.9,,,,,,,,,,,,,,,
2012-12-27,唱林,3.8,6.7,271.0,10.6,2.7,2.2,,,7.3,,,,,,,,,,,,,,,
2012-12-28,唱林,3.5,6.7,271.0,10.8,2.5,,,,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2012-12-29,唱林,3.8,6.7,270.0,10.9,2.4,,,,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,0.0,0.1,0.1
2012-12-30,唱林,3.6,6.7,270.0,11.2,2.4,2.0,,,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.0,0.1,0.0
2012-12-31,唱林,3.3,6.8,271.0,11.9,3.7,1.9,,,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.0,0.0,0.0
2013-01-01,唱林,3.1,6.8,278.0,12.2,1.7,2.0,,,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0.0,0.0
2013-01-02,唱林,3.1,6.8,284.0,12.1,1.4,2.1,,,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,0.0,0.0,0.0
2013-01-03,唱林,2.7,6.7,289.0,11.7,1.3,2.2,,,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0
2013-01-04,唱林,2.3,6.7,290.0,12.0,2.3,2.6,,,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0
2013-01-05,唱林,2.6,6.7,291.0,11.9,1.3,2.5,,,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0
2013-01-06,唱林,2.9,6.8,290.0,12.2,1.3,2.4,,,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.1,0.0,0.0
2013-01-07,唱林,3.2,6.9,290.0,12.3,1.4,2.6,,,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.1,0.0,0.0
2013-01-08,唱林,3.5,6.8,291.0,12.3,2.1,2.6,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.1,0.0,0.0
